"_id","_ignored","_index","_score",content,"content.keyword","crawled_date",id,"id.keyword","metadata.category","metadata.category.keyword","metadata.country","metadata.country.keyword","metadata.language","metadata.language.keyword","metadata.pub_date","metadata.region","metadata.region.keyword","processed_at","processed_date","source_name","source_name.keyword","source_type","source_type.keyword",timestamp,title,"title.keyword",url,"url.keyword"
"V_-aN5kBTc8G7TXYu6Uv","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/11/narkotika-jenis-mdma-1757548310925_169.jpeg?w=1200&amp;q=90""/> Tim gabungan Bea Cukai dan Polri berhasil menggagalkan penyelundupan narkotika di Aceh Timur, menyita 155.000 butir MDMA dan 4.299 gram sabu.","<img src=""https://akcdn.detik.net.id/visual/2025/09/11/narkotika-jenis-mdma-1757548310925_169.jpeg?w=1200&amp;q=90""/> Tim gabungan Bea Cukai dan Polri berhasil menggagalkan penyelundupan narkotika di Aceh Timur, menyita 155.000 butir MDMA dan 4.299 gram sabu.","Sep 11, 2025 @ 14:08:31.406",da9214ad06d29c43e564c408e1826640,da9214ad06d29c43e564c408e1826640,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 08:15:03.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.406","Sep 11, 2025 @ 14:08:31.406","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Bea Cukai Gagalkan Penyelundupan Narkotika di Serambi Mekah","Bea Cukai Gagalkan Penyelundupan Narkotika di Serambi Mekah","https://www.cnbcindonesia.com/news/20250911064546-4-665971/bea-cukai-gagalkan-penyelundupan-narkotika-di-serambi-mekah","https://www.cnbcindonesia.com/news/20250911064546-4-665971/bea-cukai-gagalkan-penyelundupan-narkotika-di-serambi-mekah"
"WP-aN5kBTc8G7TXYu6U0","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/sejumlah-pendemo-di-nepal-berhasil-merampas-senjata-laras-panjang-milik-aparat-kepolisian-dan-militer-saat-demonstrasi-yang-be-1757507098578_169.jpeg?w=1200&amp;q=90""/> Demonstrasi anarkis di Nepal dipicu oleh larangan media sosial dan korupsi. Ketidakpuasan generasi muda memicu keruntuhan pemerintahan.","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/sejumlah-pendemo-di-nepal-berhasil-merampas-senjata-laras-panjang-milik-aparat-kepolisian-dan-militer-saat-demonstrasi-yang-be-1757507098578_169.jpeg?w=1200&amp;q=90""/> Demonstrasi anarkis di Nepal dipicu oleh larangan media sosial dan korupsi. Ketidakpuasan generasi muda memicu keruntuhan pemerintahan.","Sep 11, 2025 @ 14:08:31.411",f40c5544cab04fdc4c5ed070533f6832,f40c5544cab04fdc4c5ed070533f6832,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 08:10:48.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.411","Sep 11, 2025 @ 14:08:31.411","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","3 Faktor Penyebab Demo Chaos Nepal yang Buat Pemerintahan Kolaps","3 Faktor Penyebab Demo Chaos Nepal yang Buat Pemerintahan Kolaps","https://www.cnbcindonesia.com/news/20250911080258-4-665990/3-faktor-penyebab-demo-chaos-nepal-yang-buat-pemerintahan-kolaps","https://www.cnbcindonesia.com/news/20250911080258-4-665990/3-faktor-penyebab-demo-chaos-nepal-yang-buat-pemerintahan-kolaps"
"Wf-aN5kBTc8G7TXYu6U5","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2018/01/18/5fde4fe3-f925-46d6-9791-6206dc550242_169.jpeg?w=1200&amp;q=90""/> China mendesak warganya di Nepal untuk prioritaskan keselamatan setelah protes besar-besaran. Perdana Menteri Oli mundur","<img src=""https://akcdn.detik.net.id/visual/2018/01/18/5fde4fe3-f925-46d6-9791-6206dc550242_169.jpeg?w=1200&amp;q=90""/> China mendesak warganya di Nepal untuk prioritaskan keselamatan setelah protes besar-besaran. Perdana Menteri Oli mundur","Sep 11, 2025 @ 14:08:31.416",b34be71b9c3601e65f7536588954a5fa,b34be71b9c3601e65f7536588954a5fa,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:57:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.416","Sep 11, 2025 @ 14:08:31.416","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Nepal Chaos Demo Gen Z, China Beri Warning ke Warganya","Nepal Chaos Demo Gen Z, China Beri Warning ke Warganya","https://www.cnbcindonesia.com/news/20250911070041-4-665972/nepal-chaos-demo-gen-z-china-beri-warning-ke-warganya","https://www.cnbcindonesia.com/news/20250911070041-4-665972/nepal-chaos-demo-gen-z-china-beri-warning-ke-warganya"
"Wv-aN5kBTc8G7TXYu6U-","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2024/09/10/seorang-pengunjung-berbelanja-di-salah-satu-pusat-perbelanjaan-di-jakarta-selasa-1092024-5_169.jpeg?w=1200&amp;q=90""/> Kemenkeu sedang merumuskan tarif cukai untuk minuman berpemanis dalam kemasan (MBDK) yang akan berlaku pada 2026, dalam pembahasan dengan DPR.","<img src=""https://akcdn.detik.net.id/visual/2024/09/10/seorang-pengunjung-berbelanja-di-salah-satu-pusat-perbelanjaan-di-jakarta-selasa-1092024-5_169.jpeg?w=1200&amp;q=90""/> Kemenkeu sedang merumuskan tarif cukai untuk minuman berpemanis dalam kemasan (MBDK) yang akan berlaku pada 2026, dalam pembahasan dengan DPR.","Sep 11, 2025 @ 14:08:31.421",4faaa60842f88b122e560e838fcd90b9,4faaa60842f88b122e560e838fcd90b9,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:55:47.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.421","Sep 11, 2025 @ 14:08:31.421","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Cukai Minuman Manis Kemasan Berlaku Tahun Depan, Berapa Tarifnya?","Cukai Minuman Manis Kemasan Berlaku Tahun Depan, Berapa Tarifnya?","https://www.cnbcindonesia.com/news/20250911064147-4-665970/cukai-minuman-manis-kemasan-berlaku-tahun-depan-berapa-tarifnya","https://www.cnbcindonesia.com/news/20250911064147-4-665970/cukai-minuman-manis-kemasan-berlaku-tahun-depan-berapa-tarifnya"
"W_-aN5kBTc8G7TXYu6VE","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/11/aktivis-dan-komentator-sayap-kanan-as-charlie-kirk-muncul-di-acara-pidato-universitas-utah-valley-di-orem-utah-as-10-september-1757548888656_169.jpeg?w=1200&amp;q=90""/> Politisi muda Charlie Kirk tewas tertembak saat berpidato di Utah. Dikenal sebagai juru bicara Trumpisme, kematiannya menambah daftar penembakan di AS.","<img src=""https://akcdn.detik.net.id/visual/2025/09/11/aktivis-dan-komentator-sayap-kanan-as-charlie-kirk-muncul-di-acara-pidato-universitas-utah-valley-di-orem-utah-as-10-september-1757548888656_169.jpeg?w=1200&amp;q=90""/> Politisi muda Charlie Kirk tewas tertembak saat berpidato di Utah. Dikenal sebagai juru bicara Trumpisme, kematiannya menambah daftar penembakan di AS.","Sep 11, 2025 @ 14:08:31.427",53a08528f0723290f6d4aad2ee60b330,53a08528f0723290f6d4aad2ee60b330,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:40:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.427","Sep 11, 2025 @ 14:08:31.427","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Siapa Charlie Kirk? Politisi AS Mati Ditembak di Leher-Anak Emas Trump","Siapa Charlie Kirk? Politisi AS Mati Ditembak di Leher-Anak Emas Trump","https://www.cnbcindonesia.com/news/20250911071324-4-665975/siapa-charlie-kirk-politisi-as-mati-ditembak-di-leher-anak-emas-trump","https://www.cnbcindonesia.com/news/20250911071324-4-665975/siapa-charlie-kirk-politisi-as-mati-ditembak-di-leher-anak-emas-trump"
"XP-aN5kBTc8G7TXYu6VK","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/08/26/presiden-as-donald-trump-dan-presiden-korea-selatan-lee-jae-myung-tangkapoan-layar-videoreuters-1756165845676_169.png?w=1200&amp;q=90""/> Aktivis konservatif Charlie Kirk tewas ditembak saat acara di Utah. Trump memuji Kirk sebagai sosok legendaris.","<img src=""https://akcdn.detik.net.id/visual/2025/08/26/presiden-as-donald-trump-dan-presiden-korea-selatan-lee-jae-myung-tangkapoan-layar-videoreuters-1756165845676_169.png?w=1200&amp;q=90""/> Aktivis konservatif Charlie Kirk tewas ditembak saat acara di Utah. Trump memuji Kirk sebagai sosok legendaris.","Sep 11, 2025 @ 14:08:31.433",bb37740fd5d20e009f2fbd6fa4e19092,bb37740fd5d20e009f2fbd6fa4e19092,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:35:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.432","Sep 11, 2025 @ 14:08:31.433","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Trump Berduka! Figur Sayap Kanan Charlie Kirk Tewas Ditembak","Trump Berduka! Figur Sayap Kanan Charlie Kirk Tewas Ditembak","https://www.cnbcindonesia.com/news/20250911050500-4-665960/trump-berduka-figur-sayap-kanan-charlie-kirk-tewas-ditembak","https://www.cnbcindonesia.com/news/20250911050500-4-665960/trump-berduka-figur-sayap-kanan-charlie-kirk-tewas-ditembak"
"Xf-aN5kBTc8G7TXYu6VP","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2024/09/26/ilustrasi-pajak_169.jpeg?w=1200&amp;q=90""/> Pemerintah Indonesia tengah merancang insentif pengganti tax holiday seiring pemberlakuan global minimum tax. Insentif ini bertujuan menarik investasi.","<img src=""https://akcdn.detik.net.id/visual/2024/09/26/ilustrasi-pajak_169.jpeg?w=1200&amp;q=90""/> Pemerintah Indonesia tengah merancang insentif pengganti tax holiday seiring pemberlakuan global minimum tax. Insentif ini bertujuan menarik investasi.","Sep 11, 2025 @ 14:08:31.438",2d5d95e19ee609d652e814f03d6b9baa,2d5d95e19ee609d652e814f03d6b9baa,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:25:56.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.438","Sep 11, 2025 @ 14:08:31.438","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Kemenkeu Godok Sejumlah Insentif Pengganti Tax Holiday, Apa Saja?","Kemenkeu Godok Sejumlah Insentif Pengganti Tax Holiday, Apa Saja?","https://www.cnbcindonesia.com/news/20250911063756-4-665968/kemenkeu-godok-sejumlah-insentif-pengganti-tax-holiday-apa-saja","https://www.cnbcindonesia.com/news/20250911063756-4-665968/kemenkeu-godok-sejumlah-insentif-pengganti-tax-holiday-apa-saja"
"Xv-aN5kBTc8G7TXYu6VX","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/dampak-banjir-di-denpasar-bali-indonesia-rabu-1092025-sonny-tumbelaka-afp-1757488815807_169.jpeg?w=1200&amp;q=90""/> Banjir besar melanda Denpasar, Bali, menewaskan enam orang dan merusak infrastruktur. Media asing melaporkan dampak bencana ini.","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/dampak-banjir-di-denpasar-bali-indonesia-rabu-1092025-sonny-tumbelaka-afp-1757488815807_169.jpeg?w=1200&amp;q=90""/> Banjir besar melanda Denpasar, Bali, menewaskan enam orang dan merusak infrastruktur. Media asing melaporkan dampak bencana ini.","Sep 11, 2025 @ 14:08:31.446",4f292d2e18b9a7917eb1999c879961c2,4f292d2e18b9a7917eb1999c879961c2,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 07:10:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.446","Sep 11, 2025 @ 14:08:31.446","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.818","Ramai Media Asing Sorot Banjir Bali, Laporkan Hal Ini Jadi Penyebab","Ramai Media Asing Sorot Banjir Bali, Laporkan Hal Ini Jadi Penyebab","https://www.cnbcindonesia.com/news/20250911043340-4-665959/ramai-media-asing-sorot-banjir-bali-laporkan-hal-ini-jadi-penyebab","https://www.cnbcindonesia.com/news/20250911043340-4-665959/ramai-media-asing-sorot-banjir-bali-laporkan-hal-ini-jadi-penyebab"
"X_-aN5kBTc8G7TXYu6Ve","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2022/01/04/rokok-tembakau-tingwe-8_169.jpeg?w=1200&amp;q=90""/> Produksi rokok turun 3,3% hingga Juli 2025 akibat down trading. Meski tarif cukai tidak naik, setoran cukai meningkat 9,26% menjadi Rp 126,85 triliun.","<img src=""https://akcdn.detik.net.id/visual/2022/01/04/rokok-tembakau-tingwe-8_169.jpeg?w=1200&amp;q=90""/> Produksi rokok turun 3,3% hingga Juli 2025 akibat down trading. Meski tarif cukai tidak naik, setoran cukai meningkat 9,26% menjadi Rp 126,85 triliun.","Sep 11, 2025 @ 14:08:31.453",b10ef0e5fc521e5fbc6a680f845ff4a1,b10ef0e5fc521e5fbc6a680f845ff4a1,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 06:55:13.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.453","Sep 11, 2025 @ 14:08:31.453","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Terungkap! Perokok Terus Beralih ke Rokok Murah, Produksi Turun","Terungkap! Perokok Terus Beralih ke Rokok Murah, Produksi Turun","https://www.cnbcindonesia.com/news/20250911063413-4-665967/terungkap-perokok-terus-beralih-ke-rokok-murah-produksi-turun","https://www.cnbcindonesia.com/news/20250911063413-4-665967/terungkap-perokok-terus-beralih-ke-rokok-murah-produksi-turun"
"YP-aN5kBTc8G7TXYu6Vl","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/suasana-usai-sebuah-drone-atau-objek-serupa-milik-rusia-ditembak-jatuh-oleh-polandia-di-wyryki-provinsi-lublin-polandia-rabu-1-1757504620497_169.jpeg?w=1200&amp;q=90""/> Polandia menembak jatuh pesawat nirawak Rusia yang memasuki wilayah udaranya dalam serangan yang meluas di Ukraina barat.","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/suasana-usai-sebuah-drone-atau-objek-serupa-milik-rusia-ditembak-jatuh-oleh-polandia-di-wyryki-provinsi-lublin-polandia-rabu-1-1757504620497_169.jpeg?w=1200&amp;q=90""/> Polandia menembak jatuh pesawat nirawak Rusia yang memasuki wilayah udaranya dalam serangan yang meluas di Ukraina barat.","Sep 11, 2025 @ 14:08:31.460",48fe06544e3be4bc2a0c19a4a883fed5,48fe06544e3be4bc2a0c19a4a883fed5,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 06:40:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.460","Sep 11, 2025 @ 14:08:31.460","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Awas Perang! Ini Potret Mencekam Polandia Usai Tembak Drone Putin","Awas Perang! Ini Potret Mencekam Polandia Usai Tembak Drone Putin","https://www.cnbcindonesia.com/news/20250910184629-7-665917/awas-perang-ini-potret-mencekam-polandia-usai-tembak-drone-putin","https://www.cnbcindonesia.com/news/20250910184629-7-665917/awas-perang-ini-potret-mencekam-polandia-usai-tembak-drone-putin"
"Yf-aN5kBTc8G7TXYu6Vs","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/11/seorang-petugas-polisi-berjalan-di-depan-tenda-bertuliskan-slogan-the-american-comeback-tour-yang-ditutup-setelah-aktivis-saya-1757547728785_169.jpeg?w=1200&amp;q=90""/> Politisi muda Charlie Kirk tewas ditembak saat pidato di Utah Valley University. Penembakan ini dianggap sebagai pembunuhan politik oleh Gubernur Spencer Cox.","<img src=""https://akcdn.detik.net.id/visual/2025/09/11/seorang-petugas-polisi-berjalan-di-depan-tenda-bertuliskan-slogan-the-american-comeback-tour-yang-ditutup-setelah-aktivis-saya-1757547728785_169.jpeg?w=1200&amp;q=90""/> Politisi muda Charlie Kirk tewas ditembak saat pidato di Utah Valley University. Penembakan ini dianggap sebagai pembunuhan politik oleh Gubernur Spencer Cox.","Sep 11, 2025 @ 14:08:31.467",9467ba37cd2f20eb068120c152cdd0e7,9467ba37cd2f20eb068120c152cdd0e7,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 06:34:47.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.467","Sep 11, 2025 @ 14:08:31.467","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Breaking: Politisi AS Charlie Kirk Ditembak Mati, Peluru Tembus Leher","Breaking: Politisi AS Charlie Kirk Ditembak Mati, Peluru Tembus Leher","https://www.cnbcindonesia.com/news/20250911063150-4-665966/breaking-politisi-as-charlie-kirk-ditembak-mati-peluru-tembus-leher","https://www.cnbcindonesia.com/news/20250911063150-4-665966/breaking-politisi-as-charlie-kirk-ditembak-mati-peluru-tembus-leher"
"Yv-aN5kBTc8G7TXYu6Vy","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2021/12/11/larry-ellison-reutersstephen-lam_169.jpeg?w=1200&amp;q=90""/> Larry Ellison, pendiri Oracle, kini menjadi orang terkaya di dunia. Kekayaannya mencapai US$393 miliar, menggeser Elon Musk.","<img src=""https://akcdn.detik.net.id/visual/2021/12/11/larry-ellison-reutersstephen-lam_169.jpeg?w=1200&amp;q=90""/> Larry Ellison, pendiri Oracle, kini menjadi orang terkaya di dunia. Kekayaannya mencapai US$393 miliar, menggeser Elon Musk.","Sep 11, 2025 @ 14:08:31.473",b71ff9d1995c385ded13abeebd1d3518,b71ff9d1995c385ded13abeebd1d3518,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 06:10:22.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.473","Sep 11, 2025 @ 14:08:31.473","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Elon Musk Minggir! Orang Ini Jadi Figur Terkaya Dunia","Elon Musk Minggir! Orang Ini Jadi Figur Terkaya Dunia","https://www.cnbcindonesia.com/news/20250911054922-4-665961/elon-musk-minggir-orang-ini-jadi-figur-terkaya-dunia","https://www.cnbcindonesia.com/news/20250911054922-4-665961/elon-musk-minggir-orang-ini-jadi-figur-terkaya-dunia"
"Y_-aN5kBTc8G7TXYu6V6","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2024/01/16/presiden-komisi-eropa-ursula-von-der-leyen-berbicara-pada-sidang-pleno-di-aula-kongres-pada-pertemuan-tahunan-ke-54-forum-ekon_169.jpeg?w=1200&amp;q=90""/> Presiden Komisi Uni Eropa Ursula von der Leyen umumkan sanksi terhadap Israel dan penghentian perdagangan akibat perang di Gaza.","<img src=""https://akcdn.detik.net.id/visual/2024/01/16/presiden-komisi-eropa-ursula-von-der-leyen-berbicara-pada-sidang-pleno-di-aula-kongres-pada-pertemuan-tahunan-ke-54-forum-ekon_169.jpeg?w=1200&amp;q=90""/> Presiden Komisi Uni Eropa Ursula von der Leyen umumkan sanksi terhadap Israel dan penghentian perdagangan akibat perang di Gaza.","Sep 11, 2025 @ 14:08:31.480",b002c2d23936b1715bd9c2653a5b023b,b002c2d23936b1715bd9c2653a5b023b,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 05:30:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.480","Sep 11, 2025 @ 14:08:31.480","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Eropa Ngamuk ke Israel, Mau Lempar 'Serangan'-Tahan Perdagangan","Eropa Ngamuk ke Israel, Mau Lempar 'Serangan'-Tahan Perdagangan","https://www.cnbcindonesia.com/news/20250911042723-4-665958/eropa-ngamuk-ke-israel-mau-lempar-serangan-tahan-perdagangan","https://www.cnbcindonesia.com/news/20250911042723-4-665958/eropa-ngamuk-ke-israel-mau-lempar-serangan-tahan-perdagangan"
"ZP-aN5kBTc8G7TXYu6WA","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/sejumlah-pendemo-di-nepal-berhasil-merampas-senjata-laras-panjang-milik-aparat-kepolisian-dan-militer-saat-demonstrasi-yang-be-1757507157697_169.jpeg?w=1200&amp;q=90""/> Pendemo di Nepal berhasil merampas senjata laras panjang milik aparat kepolisian dan militer saat demonstrasi yang berujung kerciuhan.","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/sejumlah-pendemo-di-nepal-berhasil-merampas-senjata-laras-panjang-milik-aparat-kepolisian-dan-militer-saat-demonstrasi-yang-be-1757507157697_169.jpeg?w=1200&amp;q=90""/> Pendemo di Nepal berhasil merampas senjata laras panjang milik aparat kepolisian dan militer saat demonstrasi yang berujung kerciuhan.","Sep 11, 2025 @ 14:08:31.487",53550f110046cf11887d2b05284c6dfa,53550f110046cf11887d2b05284c6dfa,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 05:00:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.487","Sep 11, 2025 @ 14:08:31.487","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Potret Nepal Chaos, Demonstran Rampas Senjata Aparat","Potret Nepal Chaos, Demonstran Rampas Senjata Aparat","https://www.cnbcindonesia.com/news/20250910192036-7-665931/potret-nepal-chaos-demonstran-rampas-senjata-aparat","https://www.cnbcindonesia.com/news/20250910192036-7-665931/potret-nepal-chaos-demonstran-rampas-senjata-aparat"
"Zf-aN5kBTc8G7TXYu6WH","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/cnbc-indonesia-tv-1757499329334_169.png?w=1200&amp;q=90""/> Polandia Tembak Jatuh Drone Rusia, NATO Siaga","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/cnbc-indonesia-tv-1757499329334_169.png?w=1200&amp;q=90""/> Polandia Tembak Jatuh Drone Rusia, NATO Siaga","Sep 11, 2025 @ 14:08:31.493",c7791be073aab1aebef3353a00454ed3,c7791be073aab1aebef3353a00454ed3,general,general,Indonesia,Indonesia,id,id,"Sep 10, 2025 @ 22:06:34.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.493","Sep 11, 2025 @ 14:08:31.493","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Video: Polandia Tembak Jatuh Drone Rusia, NATO Siaga","Video: Polandia Tembak Jatuh Drone Rusia, NATO Siaga","https://www.cnbcindonesia.com/news/20250910170330-8-665883/video-polandia-tembak-jatuh-drone-rusia-nato-siaga","https://www.cnbcindonesia.com/news/20250910170330-8-665883/video-polandia-tembak-jatuh-drone-rusia-nato-siaga"
"Zv-aN5kBTc8G7TXYu6WQ","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2025/09/10/pemerintah-siap-kucurkan-dana-rp-200-triliun-ke-perbankan-1757509362865_169.png?w=1200&amp;q=90""/> Pemerintah Siap Kucurkan Dana Rp 200 Triliun ke Perbankan","<img src=""https://akcdn.detik.net.id/visual/2025/09/10/pemerintah-siap-kucurkan-dana-rp-200-triliun-ke-perbankan-1757509362865_169.png?w=1200&amp;q=90""/> Pemerintah Siap Kucurkan Dana Rp 200 Triliun ke Perbankan","Sep 11, 2025 @ 14:08:31.503",10246a127747adc4bcc481cebc87a512,10246a127747adc4bcc481cebc87a512,general,general,Indonesia,Indonesia,id,id,"Sep 10, 2025 @ 22:00:16.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.503","Sep 11, 2025 @ 14:08:31.503","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Video: Pemerintah Siap Kucurkan Dana Rp 200 Triliun ke Perbankan","Video: Pemerintah Siap Kucurkan Dana Rp 200 Triliun ke Perbankan","https://www.cnbcindonesia.com/news/20250910192843-8-665940/video-pemerintah-siap-kucurkan-dana-rp-200-triliun-ke-perbankan","https://www.cnbcindonesia.com/news/20250910192843-8-665940/video-pemerintah-siap-kucurkan-dana-rp-200-triliun-ke-perbankan"
"Z_-aN5kBTc8G7TXYu6WX","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/visual/2024/07/08/nato-reutersjohanna-geronfile-photo_169.jpeg?w=1200&amp;q=90""/> Perdana Menteri Polandia Donald Tusk meminta NATO membuka konsultasi setelah insiden drone Rusia. Tusk sebut ini provokasi besar yang tingkatkan risiko konflik.","<img src=""https://akcdn.detik.net.id/visual/2024/07/08/nato-reutersjohanna-geronfile-photo_169.jpeg?w=1200&amp;q=90""/> Perdana Menteri Polandia Donald Tusk meminta NATO membuka konsultasi setelah insiden drone Rusia. Tusk sebut ini provokasi besar yang tingkatkan risiko konflik.","Sep 11, 2025 @ 14:08:31.510",0201091ae69bd596557831967b9176a2,0201091ae69bd596557831967b9176a2,general,general,Indonesia,Indonesia,id,id,"Sep 10, 2025 @ 22:00:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.510","Sep 11, 2025 @ 14:08:31.510","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Polandia Akhirnya Buka Pintu Perang NATO Vs Rusia, Dunia dalam Bahaya","Polandia Akhirnya Buka Pintu Perang NATO Vs Rusia, Dunia dalam Bahaya","https://www.cnbcindonesia.com/news/20250910213052-4-665952/polandia-akhirnya-buka-pintu-perang-nato-vs-rusia-dunia-dalam-bahaya","https://www.cnbcindonesia.com/news/20250910213052-4-665952/polandia-akhirnya-buka-pintu-perang-nato-vs-rusia-dunia-dalam-bahaya"
"aP-aN5kBTc8G7TXYu6We","-",news,1,"<img src=""https://akcdn.detik.net.id/visual/2023/12/07/bendera-as-dan-israel_169.jpeg?w=1200&amp;q=90""/> Israel membela serangan udara ke Hamas di Qatar meski ditegur Trump. Insiden ini memicu kecaman internasional dan ketegangan baru di kawasan Teluk.","<img src=""https://akcdn.detik.net.id/visual/2023/12/07/bendera-as-dan-israel_169.jpeg?w=1200&amp;q=90""/> Israel membela serangan udara ke Hamas di Qatar meski ditegur Trump. Insiden ini memicu kecaman internasional dan ketegangan baru di kawasan Teluk.","Sep 11, 2025 @ 14:08:31.517",b5543f099c9afe231e5174df5d9051f2,b5543f099c9afe231e5174df5d9051f2,general,general,Indonesia,Indonesia,id,id,"Sep 10, 2025 @ 21:50:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 14:08:31.517","Sep 11, 2025 @ 14:08:31.517","CNBC Indonesia","CNBC Indonesia",news,news,"Sep 11, 2025 @ 14:02:15.819","Israel Nekat Bombardir Wilayah Qatar, Netanyahu Sengaja Abaikan Trump","Israel Nekat Bombardir Wilayah Qatar, Netanyahu Sengaja Abaikan Trump","https://www.cnbcindonesia.com/news/20250910205858-4-665949/israel-nekat-bombardir-wilayah-qatar-netanyahu-sengaja-abaikan-trump","https://www.cnbcindonesia.com/news/20250910205858-4-665949/israel-nekat-bombardir-wilayah-qatar-netanyahu-sengaja-abaikan-trump"
